review_id,target
2197,0
2198,8
2206,0
2214,8
2221,0
2222,8
2225,0
2227,8
2229,0
2233,0
2236,8
2239,8
2240,0
2241,8
2244,0
2245,8
2247,0
2250,8
2251,8
2257,8
2260,0
2261,0
2266,0
2269,8
2272,8
2276,8
2278,0
2279,8
2281,8
2292,0
2304,0
2305,8
2306,0
2307,0
2329,8
2332,8
2339,8
2340,8
2345,8
2346,8
2351,0
2354,0
2355,8
2356,8
2357,8
2365,0
2372,0
2373,8
2374,0
2382,0
2383,8
2385,8
2389,0
2392,0
2394,8
2396,0
2400,0
2407,0
2408,0
2413,8
2415,0
2420,8
2424,0
2431,8
2432,0
2433,0
2446,8
2449,8
2450,0
2455,8
2456,8
2458,0
2459,8
2464,8
2467,8
2473,0
2478,8
2479,8
2482,0
2484,8
2486,8
2487,8
2489,8
2490,8
2498,0
2499,0
2508,0
2512,0
2514,0
2520,0
2523,0
2524,8
2526,0
2528,0
2529,8
2530,0
2534,8
2540,0
2548,0
2551,8
2562,0
2564,8
2571,0
2579,0
2580,0
2581,8
2584,0
2585,8
2592,8
2599,1
2602,0
2605,8
2607,0
2610,8
2615,8
2622,8
2625,0
2630,0
2631,8
2637,8
2638,8
2639,0
2640,8
2645,0
2646,8
2653,8
2654,0
2655,8
2657,0
2661,0
2670,8
2680,0
2681,8
2688,0
2689,8
2702,8
2710,0
2711,0
2716,0
2722,8
2723,8
2726,0
2728,8
2729,8
2732,0
2740,8
2745,0
2748,8
2751,8
2754,0
2757,8
2760,8
2764,0
2767,8
2770,0
2776,8
2779,8
2782,8
2785,0
2787,0
2789,8
2794,8
2800,8
2803,0
2808,0
2809,0
2817,0
2818,0
2822,8
2823,0
2824,8
2839,8
2841,8
2844,0
2848,8
2850,8
2851,8
2855,0
2856,0
2859,8
2866,8
2867,0
2872,0
2874,8
2875,0
2878,0
2880,1
2883,8
2884,"1,8"
2888,8
2889,8
2895,8
2896,0
2899,0
2905,0
2912,8
2925,8
2928,8
2929,0
2930,0
2932,8
2933,0
2936,0
2948,8
2950,0
2956,8
2957,0
2959,0
2961,8
2964,0
2966,8
2971,8
2975,0
2978,8
2979,0
2983,0
2984,8
2986,8
2987,8
2996,8
3005,8
3007,8
3012,8
3022,8
3025,8
3029,8
3030,8
3040,8
3041,8
3044,0
3050,8
3055,8
3057,8
3058,8
3061,8
3066,0
3067,0
3071,0
3077,8
3079,8
3081,0
3086,0
3087,"1,8"
3088,8
3094,0
3100,0
3104,0
3109,8
3110,0
3111,8
3113,0
3114,8
3115,8
3116,0
3121,0
3124,8
3126,8
3133,8
3134,"1,8"
3147,0
3149,0
3150,1
3153,8
3154,8
3155,0
3156,8
3159,0
3163,0
3164,8
3169,0
3175,8
3179,8
3182,8
3183,8
3184,8
3185,8
3195,8
3197,8
3198,0
3199,0
3200,8
3206,8
3208,0
3209,"1,8"
3219,0
3220,0
3223,8
3231,8
3238,8
3240,8
3244,0
3248,8
3249,8
3250,0
3259,8
3263,0
3266,0
3272,0
3277,8
3278,8
3279,8
3282,0
3301,8
3302,0
3307,8
3308,8
3310,0
3317,8
3324,8
3328,8
3331,8
3339,8
3350,8
3358,8
3361,0
3364,8
3372,0
3375,8
3382,8
3383,8
3390,0
3391,8
3393,0
3398,0
3404,0
3407,8
3410,0
3412,0
3422,0
3423,0
3426,0
3427,0
3430,8
3437,0
3439,0
3440,0
3450,0
3453,8
3455,8
3457,8
3459,8
3463,8
3467,0
3468,8
3475,8
3476,8
3478,8
3482,8
3483,8
3487,8
3490,0
3491,8
3492,0
3494,0
3496,8
3501,0
3508,0
3511,8
3513,8
3514,0
3515,8
3520,0
3529,8
3531,8
3534,8
3535,8
3536,8
3537,0
3538,8
3541,8
3542,8
3546,8
3550,8
3552,0
3556,8
3557,0
3562,8
3565,0
3567,8
3570,0
3571,0
3578,8
3587,8
3588,8
3590,"1,8"
3592,0
3597,8
3599,8
3600,8
3601,3
3604,0
3608,0
3614,0
3615,8
3619,0
3621,8
3635,0
3636,8
3638,0
3640,8
3645,8
3646,8
3647,"1,8"
3648,8
3656,8
3661,8
3662,8
3663,0
3664,8
3680,8
3682,0
3683,0
3684,0
3685,8
3694,8
3695,8
3696,8
3697,8
3707,0
3709,0
3717,0
3718,0
3721,0
3724,0
3726,0
3732,0
3733,0
3734,0
3735,8
3736,0
3738,8
3748,0
3753,0
3754,8
3769,0
3780,0
3787,8
3788,0
3793,0
3795,8
3798,0
3801,0
3802,8
3803,8
3816,0
3818,8
3822,0
3829,8
3831,8
3841,0
3847,0
3864,0
3866,8
3871,0
3872,8
3873,8
3876,0
3878,0
3880,8
3882,8
3884,8
3885,8
3889,8
3891,0
3904,0
3906,8
3908,0
3909,8
3911,0
3912,8
3918,0
3922,8
3924,8
3927,8
3934,0
3945,8
3946,0
3955,0
3961,0
3962,0
3964,1
3965,8
3968,8
3970,8
3974,8
3976,8
3979,8
3982,8
3985,8
3997,8
3998,0
3999,8
4004,0
4009,0
4016,0
4018,8
4023,8
4028,0
4029,8
4030,8
4031,0
4033,8
4034,0
4038,0
4048,8
4052,0
4057,8
4069,0
4074,0
4075,8
4076,8
4078,"1,8"
4084,8
4085,0
4087,8
4089,0
4090,0
4092,0
4094,0
4099,"1,8"
4103,8
4108,8
4121,0
4127,8
4131,0
4134,8
4136,8
4139,8
4144,8
4150,0
4155,8
4159,0
4166,0
4171,0
4177,8
4181,8
4183,0
4184,8
4190,0
4191,8
4192,0
4194,8
4196,0
4202,8
4203,8
4206,8
4207,8
4211,0
4217,0
4219,0
4223,0
4240,8
4241,8
4243,0
4245,0
4254,8
4262,0
4263,0
4267,8
4269,8
4271,8
4272,0
4274,8
4279,0
4280,0
4281,8
4288,0
4292,8
4293,8
4300,0
4301,8
4304,8
4315,0
4326,8
4328,8
4329,8
4330,8
4335,8
4340,0
4347,8
4350,8
4354,0
4355,8
4356,0
4373,8
4375,8
4376,8
4378,0
4384,8
4385,0
4386,8
4392,0
4393,8
4395,0
4402,0
4408,8
4416,0
4417,8
4422,8
4424,0
4425,8
4426,8
4427,8
4435,0
4444,8
4446,0
4448,8
4451,0
4452,8
4454,8
4455,0
4456,8
4458,8
4460,8
4467,0
4471,8
4473,8
4478,8
4479,0
4480,0
4487,0
4494,8
4497,0
4499,8
4504,8
4505,0
4510,8
4514,8
4525,0
4526,0
4527,0
4529,"1,8"
4530,0
4531,8
4543,8
4545,8
4549,8
4550,8
4551,0
4552,8
4554,0
4556,0
4557,"1,8"
4558,8
4563,8
4567,8
4568,0
4570,8
4571,0
4574,0
4575,0
4580,0
4587,0
4588,0
4590,0
4593,"1,8"
4595,0
4599,8
4605,8
4610,0
4613,8
4621,8
4624,0
4627,0
4630,8
4633,8
4635,8
4639,8
4648,8
4650,0
4651,0
4652,0
4653,0
4661,0
4663,0
4664,0
4666,0
4668,8
4669,0
4679,8
4680,0
4681,0
4684,8
4685,0
4688,8
4694,8
4696,8
4699,8
4701,8
4702,8
4703,8
4705,8
4709,0
4714,0
4715,8
4717,0
4721,8
4722,8
4725,8
4729,0
4730,8
4734,0
4736,0
4737,0
4743,0
4744,8
4763,0
4764,8
4767,0
4768,8
4770,0
4771,8
4772,0
4775,8
4777,0
4782,0
4786,8
4787,8
4789,8
4790,8
4793,0
4794,8
4803,0
4805,8
4809,0
4810,0
4812,8
4815,0
4818,0
4821,0
4825,8
4827,8
4829,"1,8"
4830,0
4831,8
4835,8
4840,8
4841,8
4842,8
4845,8
4846,8
4848,0
4849,0
4851,0
4853,8
4855,8
4859,0
4861,0
4865,0
4867,8
4869,0
4872,0
4877,8
4883,8
4884,8
4887,0
4889,0
4890,0
4891,8
4894,8
4895,8
4897,"1,8"
4898,8
4899,8
4901,"1,8"
4902,0
4911,0
4916,0
4921,0
4925,8
4946,8
4947,8
4951,8
4959,0
4961,0
4962,0
4963,0
4970,8
4972,8
4977,0
4981,0
4984,0
4985,8
4987,8
4992,0
5000,8
5006,0
5015,0
5023,8
5036,0
5041,0
5043,0
5044,8
5047,8
5057,0
5061,0
5064,0
5067,8
5071,8
5074,8
5079,8
5081,0
5087,0
5088,8
5090,8
5096,8
5102,0
5103,8
5110,8
5111,8
5112,0
5113,8
5115,0
5117,8
5124,0
5127,0
5131,8
5140,0
5143,8
5144,8
5147,0
5148,8
5153,0
5154,0
5155,0
5156,0
5157,8
5163,8
5165,0
5170,0
5180,0
5181,0
5184,0
5191,0
5193,8
5195,8
5202,8
5203,0
5209,8
5223,8
5226,0
5227,8
5229,0
5236,0
5242,0
5243,0
5245,8
5246,0
5247,8
5254,0
5256,8
5264,0
5270,8
5274,8
5278,0
5280,8
5281,8
5290,0
5294,8
5296,8
5308,0
5312,8
5313,0
5317,0
5318,0
5321,0
5325,8
5329,8
5330,8
5333,8
5336,8
5338,0
5339,8
5340,8
5343,0
5345,8
5348,0
5351,8
5358,8
5362,0
5364,8
5367,8
5372,8
5377,8
5378,0
5383,0
5404,8
5405,0
5413,8
5424,8
5430,8
5431,8
5436,8
5446,8
5451,0
5457,0
5458,8
5460,8
5466,0
5467,8
5470,8
5474,0
5476,8
5479,8
5483,0
5484,8
5497,8
5505,8
5507,8
5509,0
5510,0
5511,0
5514,8
5519,8
5526,8
5528,0
5532,0
5534,8
5537,8
5546,8
5548,8
5558,8
5559,0
5562,8
5566,"1,8"
5568,0
5570,8
5572,8
5574,0
5575,1
5576,0
5580,0
5584,8
5588,0
5592,8
5594,8
5597,0
5598,8
5600,8
5602,8
5603,0
5604,8
5605,8
5606,8
5607,8
5611,0
5612,0
5616,0
5624,8
5625,0
5631,8
5637,8
5640,0
5642,0
5643,0
5647,0
5649,8
5660,8
5661,0
5667,0
5668,8
5671,8
5678,8
5681,8
5685,0
5686,0
5688,0
5696,0
5701,0
5704,0
5715,8
5716,0
5726,8
5729,0
5730,0
5731,8
5732,0
5733,0
5736,8
5743,0
5749,0
5750,8
5752,0
5754,8
5755,8
5766,8
5770,8
5780,8
5782,8
5783,0
5784,0
5791,7
5795,8
5803,8
5805,8
5806,0
5810,8
5814,0
5815,0
5818,8
5821,0
5822,0
5828,8
5838,8
5840,8
5847,8
5852,8
5854,8
5857,8
5859,0
5862,0
5863,0
5873,8
5877,8
5878,0
5880,0
5884,8
5893,8
5896,8
5899,8
5901,8
5906,0
5907,0
5911,8
5913,8
5916,8
5920,0
5921,0
5925,8
5927,0
5928,8
5932,0
5933,8
5935,0
5938,0
5940,0
5946,0
5948,0
5952,8
5958,8
5971,8
5973,0
5979,0
5987,8
5989,8
5992,8
5997,0
6000,8
6002,0
6007,0
6014,0
6023,8
6025,0
6037,8
6040,8
6041,"1,8"
6045,8
6046,0
6048,1
6050,0
6051,0
6052,8
6056,0
6058,0
6059,0
6065,0
6069,8
6071,8
6074,0
6076,8
6078,0
6082,0
6084,8
6085,0
6090,0
6093,0
6095,0
6098,8
6101,8
6104,8
6105,8
6106,0
6109,8
6118,0
6119,8
6122,0
6124,0
6125,8
6128,8
6129,0
6130,0
6133,0
6136,8
6139,8
6149,0
6150,8
6155,8
6156,0
6157,0
6158,8
6173,8
6179,8
6183,0
6186,0
6190,0
6194,8
6197,0
6199,8
6202,8
6205,0
6206,0
6208,8
6210,8
6222,0
6229,0
6239,8
6245,8
6246,8
6255,0
6259,0
6262,8
6270,8
6272,8
6274,0
6276,0
6286,8
6289,0
6291,0
6294,8
6295,0
6298,3
6301,8
6315,8
6316,8
6322,0
6324,0
6334,8
6338,8
6347,0
6349,0
6355,0
6356,0
6358,0
6360,8
6370,0
6377,8
6380,8
6385,0
6390,0
6392,0
6393,0
6394,8
6396,8
6398,0
6400,0
6404,0
6405,0
6408,0
6410,8
6411,8
6412,0
6413,8
6423,8
6426,8
6427,8
6428,0
6432,0
6433,8
6450,8
6453,8
6455,8
6456,0
6458,0
6459,8
6460,8
6463,8
6465,8
6466,0
6468,0
6473,8
6477,8
6487,8
6489,8
6492,8
6493,8
6496,8
6498,0
6499,0
6501,8
6507,0
6510,8
6516,0
6521,0
6534,0
6541,0
6555,8
6556,0
6560,0
6562,8
6564,8
6568,8
6569,0
6573,0
6581,0
6593,0
6597,8
6608,0
6613,8
6617,8
6620,8
6622,0
6623,0
6628,0
6629,8
6633,8
6635,8
6637,0
6640,0
6643,0
6649,0
6653,8
6654,0
6655,0
6656,0
6662,8
6663,8
6667,8
6672,0
6674,8
6676,0
6683,0
6684,0
6685,8
6686,8
6690,8
6693,0
6694,0
6700,0
6713,0
6721,0
6722,0
6727,8
6735,0
6737,0
6739,8
6744,8
6745,8
6746,8
6750,0
6756,0
6760,8
6761,0
6762,0
6766,8
6769,0
6778,8
6789,0
6794,0
6797,0
6805,0
6806,0
6809,0
6810,8
6815,0
6831,8
6836,0
6839,8
6841,0
6842,0
6847,0
6856,8
6860,8
6869,0
6871,0
6874,8
6875,0
6878,8
6881,8
6887,0
6889,8
6891,8
6894,0
6900,0
6904,8
6921,8
6922,8
6925,0
6926,0
6937,0
6939,8
6941,0
6943,8
6944,0
6948,0
6950,8
6952,0
6954,"1,8"
6961,0
6964,8
6965,0
6967,8
6968,8
6974,0
6985,0
6988,0
6989,0
6990,0
6992,8
6995,8
7000,8
7002,8
7010,8
7015,0
7021,8
7033,8
7038,0
7039,0
7040,0
7044,8
7054,8
7059,8
7069,8
7070,0
7072,8
7077,8
7079,8
7089,0
7092,8
7097,0
7100,0
7102,8
7111,0
7112,0
7116,0
7118,8
7121,8
7124,8
7126,8
7127,8
7130,0
7137,0
7141,0
7142,8
7143,0
7144,0
7147,0
7161,8
7163,0
7164,8
7165,8
7171,0
7175,0
7179,0
7180,8
7185,8
7196,8
7200,0
7212,8
7215,8
7218,8
7220,0
7224,0
7225,8
7226,0
7227,0
7231,8
7233,8
7239,8
7242,8
7251,0
7254,8
7260,0
7263,8
7266,0
7269,0
7276,0
7277,0
7278,0
7279,0
7280,0
7282,0
7283,8
7289,8
7300,0
7312,"1,8"
7313,8
7320,0
7322,0
7323,0
7331,8
7339,0
7341,0
7342,0
7345,0
7347,8
7349,0
7350,0
7355,8
7359,8
7362,8
7374,8
7375,0
7390,8
7396,8
7397,8
7401,0
7405,8
7407,8
7414,8
7415,6
7418,8
7419,8
7421,8
7423,0
7428,0
7431,"1,8"
7433,8
7437,8
7449,8
7453,0
7456,0
7462,0
7465,0
7466,8
7467,0
7471,0
7472,8
7479,0
7482,0
7483,0
7484,0
7486,0
7495,0
7496,0
7498,0
7499,8
7500,8
7514,0
7517,0
7521,0
7524,0
7527,8
7538,0
7544,8
7548,8
7554,0
7563,0
7569,0
7578,0
7581,0
7582,8
7583,8
7590,8
7591,0
7594,0
7597,8
7600,0
7607,0
7609,8
7619,0
7621,0
7622,0
7630,8
7645,0
7651,8
7657,8
7658,0
7659,8
7661,8
7663,0
7669,0
7673,0
7674,0
7680,0
7687,8
7690,0
7692,8
7695,8
7698,8
7702,0
7706,8
7708,8
7711,0
7715,0
7719,8
7721,8
7725,0
7727,8
7730,8
7732,8
7733,8
7737,0
7743,0
7745,8
7750,8
7751,0
7758,8
7759,0
7761,0
7762,8
7767,0
7773,0
7780,8
7785,0
7787,0
7791,0
7798,3
7802,8
7805,8
7813,8
7814,0
7820,8
7832,0
7839,8
7845,8
7867,8
7868,8
7871,8
7872,0
7874,8
7875,0
7876,0
7877,0
7883,0
7884,0
7887,8
7890,8
7891,8
7894,8
7896,8
7901,0
7909,8
7914,0
7917,8
7918,0
7921,8
7925,8
7928,8
7931,0
7932,8
7935,8
7936,8
7944,8
7946,8
7947,8
7949,8
7950,8
7952,8
7954,0
7958,0
7960,8
7963,0
7965,8
7974,8
7979,8
7981,8
7983,0
7985,8
7989,8
7993,0
7997,8
8004,8
8017,8
8020,8
8021,8
8022,0
8024,8
8025,0
8036,8
8037,0
8038,0
8060,8
8062,8
8067,8
8074,8
8079,8
8081,8
8090,8
8096,8
8106,0
8108,8
8111,8
8112,0
8120,0
8126,8
8127,0
8128,0
8136,0
8138,0
8139,0
8143,8
8146,8
8148,8
8151,8
8154,0
8155,3
8157,8
8174,0
8179,8
8181,0
8182,8
8185,8
8190,8
8191,8
8200,0
8207,8
8214,"1,8"
8218,8
8222,8
8226,8
8229,8
8239,0
8242,0
8243,0
8245,1
8246,0
8247,8
8249,0
8250,8
8251,8
8255,8
8256,0
8263,8
8264,8
8267,0
8273,8
8274,8
8276,0
8278,8
8279,8
8280,8
8286,8
8287,0
8288,8
8290,8
8291,0
8296,8
8300,8
8303,0
8305,0
8310,8
8316,8
8320,0
8321,0
8322,8
8324,0
8327,0
8329,8
8330,8
8338,0
8340,0
8346,0
8348,8
8351,0
8353,0
8358,0
8365,0
8368,8
8375,0
8376,8
8389,8
8390,0
8397,8
8399,8
8401,0
8410,0
8414,8
8415,8
8416,8
8419,0
8420,0
8423,0
8427,8
8428,0
8430,0
8438,8
8444,8
8445,0
8450,8
8452,8
8453,0
8457,0
8462,8
8468,8
8470,8
8472,0
8474,8
8480,8
8490,8
8493,8
8500,8
8508,0
8521,8
8529,0
8535,0
8537,0
8542,8
8543,0
8547,0
8548,8
8553,8
8557,0
8562,8
8564,8
8566,0
8572,8
8576,0
8584,8
8588,0
8593,0
8594,8
8596,8
8599,8
8600,0
8601,0
8603,8
8614,0
8615,0
8622,0
8624,8
8631,0
8639,0
8652,8
8654,0
8658,0
8659,0
8668,0
8670,"3,8"
8672,0
8675,8
8677,8
8680,0
8685,8
8687,8
8691,0
8693,8
8702,8
8710,8
8718,0
8720,8
8725,0
8727,0
8728,0
8736,8
8738,8
8741,8
8742,8
8744,8
8750,0
8752,0
8754,8
8756,8
8766,0
8780,8
8783,0
8787,0
8791,8
8808,8
8809,8
8814,0
8815,8
8816,0
8819,8
8822,0
8829,8
8838,8
8840,8
8849,0
8851,0
8853,0
8854,8
8855,0
8870,0
8872,8
8875,8
8877,0
8879,0
8880,8
8881,0
8889,0
8897,8
8899,0
8900,8
8903,0
8905,0
8910,8
8911,8
8917,8
8926,0
8931,0
8934,8
8935,8
8948,8
8952,8
8955,8
8961,8
8962,8
8964,0
8965,0
8978,8
8981,0
8982,8
8983,8
8987,0
8988,8
8989,8
8990,8
8995,8
8998,8
9000,0
9002,8
9007,8
9008,8
9013,8
9014,0
9017,0
9023,0
9029,8
9040,8
9043,0
9045,0
9052,0
9057,8
9060,0
9063,8
9064,8
9066,8
9067,0
9072,8
9082,0
9086,0
9087,0
9094,0
9097,8
9098,8
9099,8
9120,0
9123,8
9126,8
9128,8
9129,8
9135,0
9145,0
9151,0
9152,8
9154,0
9157,0
9158,0
9160,8
9166,0
9171,8
9172,0
9174,0
9178,8
9180,8
9185,0
9186,0
9189,"1,8"
9191,0
9203,0
9206,0
9215,8
9216,8
9217,0
9220,0
9232,8
9233,0
9234,1
9247,0
9252,0
9257,0
9268,0
9271,0
9276,8
9278,8
9282,8
9285,0
9293,0
9306,8
9307,8
9313,0
9315,8
9316,8
9317,8
9318,0
9321,0
9322,8
9328,0
9333,8
9335,0
9342,0
9351,0
9354,8
9359,0
9368,8
9369,8
9375,8
9376,0
9377,0
9384,8
9388,0
9390,8
9391,8
9394,0
9396,8
9398,8
9402,0
9409,8
9410,0
9412,8
9414,8
9423,0
9426,0
9433,8
9437,0
9440,0
9442,8
9446,8
9447,8
9449,8
9451,8
9452,0
9453,8
9455,8
9456,0
9461,8
9464,0
9467,8
9469,0
9470,0
9475,8
9477,0
9481,8
9484,0
9486,8
9487,8
9489,0
9492,0
9494,8
9496,0
9500,8
9503,8
9504,8
9507,0
9512,8
9516,0
9520,8
9535,0
9536,0
9538,8
9539,0
9540,8
9546,8
9547,8
9549,8
9551,8
9558,8
9568,8
9573,8
9574,8
9576,8
9577,0
9579,0
9582,8
9584,0
9589,8
9599,0
9609,0
9613,0
9617,0
9620,8
9622,8
9623,8
9632,8
9641,0
9648,0
9649,0
9659,0
9660,0
9665,8
9666,8
9673,8
9677,8
9680,0
9689,8
9690,8
9699,8
9713,0
9714,0
9715,8
9718,8
9721,0
9729,0
9731,0
9737,8
9744,8
9749,0
9752,8
9755,8
9759,8
9761,8
9764,8
9776,0
9777,"3,8"
9778,0
9781,8
9783,0
9787,0
9800,8
9804,8
9808,0
9809,8
9811,8
9815,0
9826,0
9827,8
9829,8
9830,0
9833,0
9834,0
9837,8
9838,0
9840,8
9841,0
9842,0
9843,8
9844,8
9845,8
9856,0
9862,8
9864,0
9865,8
9870,0
9873,8
9881,8
9882,8
9886,0
9887,8
9903,0
9912,0
9913,0
9914,8
9915,0
9919,8
9924,0
9925,"1,8"
9927,0
9928,8
9932,0
9938,8
9940,8
9941,8
9944,8
9945,8
9948,0
9952,8
9966,8
9971,0
9986,0
9991,0
9993,0
9997,8
10013,"1,8"
10025,8
10027,8
10028,8
10029,0
10035,0
10044,8
10045,8
10048,0
10049,8
10051,8
10061,8
10065,0
10066,0
10067,0
10069,0
10074,0
10075,8
10079,0
10084,8
10093,8
10096,8
10099,8
10114,0
10116,0
10128,8
10138,0
10140,8
10147,8
10148,8
10149,0
10153,8
10165,0
10169,8
10175,0
10179,0
10180,0
10181,0
10184,0
10187,8
10198,0
10201,8
10207,0
10209,8
10210,0
10212,0
10231,0
10236,0
10242,8
10243,0
10245,0
10246,0
10249,0
10262,8
10269,0
10281,8
10283,0
10285,8
10287,8
10294,0
10295,8
10300,8
10301,0
10303,0
10307,8
10312,8
10321,8
10330,0
10345,8
10347,8
10348,0
10349,8
10352,0
10355,0
10356,8
10358,0
10361,8
10363,0
10374,8
10386,8
10390,8
10391,0
10392,8
10395,0
10397,0
10400,0
10406,"1,8"
10411,0
10416,0
10422,0
10426,8
10428,8
10432,0
10437,0
10438,8
10440,8
10445,0
10447,8
10457,8
10471,8
10472,0
10474,8
10478,0
10480,8
10485,8
10486,0
10496,8
10498,0
10499,0
10500,0
10501,8
10506,8
10510,8
10514,8
10524,0
10528,8
10531,0
10532,8
10533,0
10535,8
10539,8
10541,0
10543,8
10547,0
10551,0
10557,8
10560,0
10561,8
10563,8
10573,8
10574,8
10577,8
10580,0
10581,8
10583,8
10584,8
10587,0
10590,0
10591,8
10593,8
10600,0
10601,8
10605,8
10611,8
10624,8
10626,0
10630,0
10631,0
10637,0
10638,8
10639,8
10641,8
10642,0
10644,8
10645,0
10647,8
10649,0
10652,8
10661,0
10662,8
10665,8
10671,8
10677,0
10682,8
10684,8
10686,8
10688,8
10689,0
10693,0
10696,8
10698,8
10700,0
10703,0
